pl_name,hostname,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,disc_instrument,ra,dec,glat,glon,elat,elon,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,st_logg,st_dens,st_rotp,st_vsin,sy_dist,pl_type
Kepler-1875 b,Kepler-1875,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,296.7727406,50.1883667,12.3128,83.42936,68.77218,322.80112,34.45859909,3.227,0.288,10.5,0.033,M-R relationship,1.72,,6161.0,0.86,0.95,0.407,0.3,4.54,0.36979,,,1660.45,Neptune-like
Kepler-1878 b,Kepler-1878,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,300.7324154,44.1070231,6.96348,79.4231,62.13814,321.73593,4.44587994,2.92,0.261,8.86,0.0279,M-R relationship,1.96,,5918.0,0.86,0.96,0.187,,4.54,1.1311,,,1494.3,Neptune-like
Kepler-188 c,Kepler-188,c,1,2,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,281.2797173,44.3154743,19.64002,73.51949,66.93695,290.93164,5.996553,3.19,0.285,10.3,0.0324,M-R relationship,1.74,,6021.0,1.14,0.98,0.034,5.8,4.35,0.98292,,6.3,968.544,Neptune-like
Kepler-1880 b,Kepler-1880,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,287.8264561,40.6965988,13.82184,71.86779,62.29481,299.9491,6.30921984,2.117,0.189,5.13,0.0161,M-R relationship,2.97,,4380.0,0.53,0.52,-0.762,13.6,4.71,24.04952,,,611.041,Neptune-like
Kepler-1881 b,Kepler-1881,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,293.6393065,44.9825447,11.80554,77.70878,64.99995,312.15216,159.3939972,2.981,0.266,9.17,0.0289,M-R relationship,1.9,,5135.0,0.87,0.81,-0.307,0.9,4.46,2.3989,,,1057.21,Neptune-like
Kepler-1883 b,Kepler-1883,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,291.922557,42.002522,11.59243,74.41784,62.64355,307.13995,103.427002,3.251,0.29,10.6,0.0334,M-R relationship,1.7,,6208.0,1.02,1.09,-0.016,,4.45,7.44965,,,1377.61,Neptune-like
Kepler-1886 b,Kepler-1886,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,296.2645118,39.4059745,7.4719,73.63905,59.09795,311.74096,24.2758007,2.582,0.23,7.18,0.0226,M-R relationship,2.29,,5745.0,0.84,0.93,-0.161,,4.56,1.67687,,,1059.51,Neptune-like
Kepler-1887 b,Kepler-1887,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,288.9555263,44.705707,14.6904,75.99577,65.89487,304.42209,19.94750023,2.925,0.261,8.88,0.0279,M-R relationship,1.95,,5749.0,0.86,0.96,-0.19,0.5,4.55,33.2308,,,1366.18,Neptune-like
Kepler-1889 b,Kepler-1889,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,297.1992577,41.2264404,7.74278,75.59236,60.54532,314.35611,37.30369949,2.944,0.263,8.98,0.0282,M-R relationship,1.93,,5646.0,0.82,0.86,0.22,,4.55,0.07304,,,1395.13,Neptune-like
Kepler-1895 b,Kepler-1895,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,291.6756005,48.7625419,14.65382,80.61011,69.00288,312.80245,6.07029009,2.119,0.189,5.14,0.0162,M-R relationship,2.97,,5076.0,0.76,0.86,-0.23,1.2,4.6,15.96325,,,984.187,Neptune-like
Kepler-1896 b,Kepler-1896,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,289.6785786,40.2496475,12.35491,72.05393,61.48229,302.56999,44.87020111,3.099,0.277,9.8,0.0308,M-R relationship,1.81,,6122.0,1.0,1.07,0.174,,4.47,4.06187,,,1732.91,Neptune-like
Kepler-1897 b,Kepler-1897,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,294.2901043,39.126871,8.68012,72.65218,59.34202,308.742,24.22030067,2.814,0.251,8.32,0.0262,M-R relationship,2.05,,5165.0,0.76,0.86,-0.39,4.2,4.6,6.28471,,,983.174,Neptune-like
Kepler-1903 b,Kepler-1903,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,290.8882981,51.2481617,16.12874,82.75063,71.46603,314.59725,17.0678997,2.286,0.204,5.85,0.0184,M-R relationship,2.69,,6347.0,1.0,1.05,0.292,0.23,4.46,0.67733,,,1775.44,Neptune-like
Kepler-1906 b,Kepler-1906,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,293.8266166,38.8565906,8.87168,72.23976,59.20004,307.90557,7.36268997,2.776,0.248,8.13,0.0256,M-R relationship,2.09,,5868.0,0.89,0.99,0.242,0.5,4.53,25.48804,,,1360.63,Neptune-like
Kepler-191 d,Kepler-191,d,1,3,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,291.1833211,45.3230937,13.51221,77.2472,65.94967,308.56677,5.94504102,2.28,0.203,5.82,0.0183,M-R relationship,2.7,,5215.0,0.8,0.84,-0.414,4.9,4.56,3.18252,,,594.464,Neptune-like
Kepler-1914 b,Kepler-1914,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,291.4314024,38.6543635,10.44107,71.19215,59.56847,304.28774,30.82789993,2.943,0.263,8.97,0.0282,M-R relationship,1.93,,5982.0,0.96,1.05,0.077,,4.49,3.71889,,,1621.56,Neptune-like
Kepler-1915 b,Kepler-1915,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,301.2786852,44.2505116,6.70496,79.75291,62.09547,322.62338,13.83539963,3.218,0.287,10.4,0.0329,M-R relationship,1.71,,6020.0,1.06,1.03,0.061,,4.4,0.07571,,,1514.66,Neptune-like
Kepler-1916 b,Kepler-1916,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,293.0705754,48.387679,13.65905,80.66458,68.27827,314.67965,31.25429916,2.618,0.234,7.35,0.0231,M-R relationship,2.25,,6246.0,1.09,1.18,0.214,,4.43,1.53674,,,2055.82,Neptune-like
Kepler-1918 b,Kepler-1918,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,292.530546,42.2145765,11.28253,74.8161,62.69607,308.2195,47.0564003,2.298,0.205,5.89,0.0185,M-R relationship,2.67,,5889.0,0.92,0.97,-0.308,,4.49,3.1585,,,1030.11,Neptune-like
Kepler-1919 b,Kepler-1919,b,1,1,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,283.1319153,43.956005,18.26755,73.63765,66.30397,294.014,37.88660049,2.624,0.234,7.38,0.0232,M-R relationship,2.24,,5513.0,0.82,0.87,-0.274,,4.55,2.40934,,,1177.53,Neptune-like
