pl_name,hostname,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,disc_instrument,ra,dec,glat,glon,elat,elon,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,st_logg,st_dens,st_rotp,st_vsin,sy_dist,pl_type
Kepler-1254 c,Kepler-1254,c,1,3,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,285.1733174,48.7700099,18.61756,78.91187,70.56841,301.23434,3.60084276,1.3,0.116,2.24,0.00705,M-R relationship,5.6,,4985.0,0.75,0.78,-0.572,5.62,4.59,3.32192,,,622.818,Super Earth
Kepler-1254 d,Kepler-1254,d,1,3,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,285.1733174,48.7700099,18.61756,78.91187,70.56841,301.23434,5.72717226,1.31,0.117,2.27,0.00714,M-R relationship,5.55,,4985.0,0.75,0.78,-0.572,5.62,4.59,3.31866,,,622.818,Super Earth
Kepler-1256 b,Kepler-1256,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,291.4742443,44.6834119,13.05333,76.74286,65.27847,308.49043,12.4127754,1.49,0.133,2.83,0.00889,M-R relationship,4.7,,6129.0,1.36,1.17,0.428,3.72,4.23,0.57834,,,891.192,Super Earth
Kepler-1257 b,Kepler-1257,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,296.0756231,45.6270165,10.58208,79.09698,64.91505,316.47314,2.66831376,1.52,0.136,2.92,0.0092,M-R relationship,4.57,,5502.0,0.87,0.9,-0.136,4.37,4.52,1.42361,,,1105.95,Super Earth
Kepler-1259 b,Kepler-1259,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,297.8414628,46.9676288,10.15452,80.88765,65.59893,320.4847,0.66308526,1.43,0.128,2.63,0.00829,M-R relationship,4.94,,5053.0,0.77,0.8,-0.333,5.25,4.58,4.30442,,,805.562,Super Earth
Kepler-126 b,Kepler-126,b,1,3,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,289.3473634,44.2084445,14.23267,75.64407,65.3347,304.68022,10.495711,1.52,0.136,4.11726,0.01294,Msini,5.762535,,6239.0,1.36,1.11,0.452,3.39,4.25,0.55661,,,237.401,Super Earth
Kepler-126 c,Kepler-126,c,1,3,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,289.3473634,44.2084445,14.23267,75.64407,65.3347,304.68022,21.869741,1.58,0.141,1.27942,0.00402,Msini,1.695536,,6239.0,1.36,1.11,0.452,3.39,4.25,0.55661,,,237.401,Super Earth
Kepler-1260 b,Kepler-1260,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,295.5912652,42.5552261,9.43327,76.18255,62.22217,313.05767,19.1187753,1.77,0.158,3.78,0.0119,M-R relationship,3.75,,5961.0,1.08,1.06,0.526,3.8,4.39,0.13337,,,1734.43,Super Earth
Kepler-1262 b,Kepler-1262,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,288.7718287,42.2131694,13.79639,73.59131,63.5586,302.36149,8.67900242,1.82,0.162,3.97,0.0125,M-R relationship,3.62,,5771.0,0.98,0.99,-0.105,4.27,4.45,3.11474,,,1054.87,Super Earth
Kepler-1263 b,Kepler-1263,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,286.483626,46.7526182,17.07331,77.26389,68.3775,301.84165,4.55139967,1.14,0.102,1.55,0.00489,M-R relationship,5.75,,5213.0,0.8,0.84,-0.414,4.9,4.56,2.45318,,,664.83,Super Earth
Kepler-1264 b,Kepler-1264,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,289.8844102,45.2115075,14.29626,76.74948,66.15915,306.35703,0.96852602,1.18,0.105,1.76,0.00553,M-R relationship,5.89,,5791.0,0.98,0.99,-0.055,4.17,4.45,3.41073,,,801.993,Super Earth
Kepler-1265 b,Kepler-1265,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,284.5858364,47.0795646,18.40058,77.09588,69.07058,298.69042,6.49441289,1.35,0.12,2.39,0.00752,M-R relationship,5.34,,4630.0,0.69,0.71,-0.7,5.25,4.63,4.27014,,,583.641,Super Earth
Kepler-1266 c,Kepler-1266,c,1,2,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,285.8693277,42.7279996,15.96593,73.20234,64.6344,297.96206,4.86631012,1.68,0.15,3.46,0.0109,M-R relationship,4.01,,4996.0,0.83,0.79,-0.53,5.13,4.5,0.73807,,,849.312,Super Earth
Kepler-1268 b,Kepler-1268,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,287.838419,43.1531776,14.80444,74.19149,64.65562,301.47164,40.9903986,2.03,0.181,4.78,0.015,M-R relationship,3.14,,5904.0,1.09,1.06,0.345,4.27,4.38,0.93341,,,1840.77,Super Earth
